DEVICE_ID|DEVICE_HOSTNAME|DEVICE_IP_STRING|DEVICE_SOURCE_ID|DEVICE_SOURCE_OS_NAME|ORG_L1_ID|ORG_ID|ORG_SOURCE_ID|SOURCE_DEV_ID|SOURCE_DEV_CUST_DEVICE_NAME|SOURCE_DEV_MACHINE_HOST_NAME|SOURCE_DEV_MACHINE_PLATFORM|SOURCE_DEV_CUST_ID|SOURCE_DEV_STATUS|SOURCE_DEV_SERVICE_NAME|SOURCE_DEV_MANUFACTURER|SOURCE_DEV_SOFTWARE_VERSION|SOURCE_DEV_SENSOR_TYPE|SOURCE_DEV_PRIMARY_FUNCTION|SOURCE_DEV_PRIMARY_APPLICATION|SOURCE_DEV_IDS_CONFIG_TYPE|SOURCE_DEV_NETWORK_SEG_TYPE|SOURCE_DEV_INLINE_APPLIANCE_MODE|SOURCE_DEV_STACKED_FLAG|SOURCE_DEV_MANAGED_BY|SOURCE_DEV_MONITORED_BY|SOURCE_DEV_CLUSTER_FW_NAME|SOURCE_DEV_IDS_CONFIG_TYPE2|SOURCE_DEV_FW_TYPE_AND_VER|SOURCE_DEV_DEFAULT_GATEWAY|SOURCE_DEV_IP_EXT_STRING|SOURCE_DEV_OS_NAME|SOURCE_DEV_NLR_THRESHOLD|SOURCE_DEV_POLL_PERIOD|SOURCE_DEV_SITE_NAME|SOURCE_DEV_SITE_ID|SOURCE_DEV_DATA_RETENTION_PERIOD|SOURCE_DEV_INDEX_RETENTION_PERIOD|SOURCE_DEV_TIMEZONE|SOURCE_CUST_ID|SOURCE_CUST_NAME|SOURCE_CUST_PARTNER_ID|SOURCE_CUST_PARTNER_NAME|SOURCE_CUST_CATEGORY|SOURCE_CUST_INDUSTRY|SOURCE_CUST_REGULATED|SOURCE_CUST_MIDS|SOURCE_CUST_NUM_IDS|SOURCE_CUST_MPS|SOURCE_CUST_MFS|SOURCE_CUST_NUM_FW|SOURCE_CUST_SELM|SOURCE_CUST_VMS|SOURCE_CUST_NUM_EXT_IP|SOURCE_CUST_NUM_INT_IP|SOURCE_CUST_NUM_SCANNERS|SOURCE_CUST_LMS|SOURCE_CUST_EAM|SOURCE_CUST_NUM_DEVICES|SOURCE_CUST_THIRD_PARTY|SOURCE_CUST_SERVICE_NAME|SOURCE_CUST_SIA|SOURCE_CUST_SIA_NAME|SOURCE_CUST_PCI_DSS|SOURCE_CUST_HIPAA|SOURCE_CUST_GLBA|SOURCE_CUST_MRR|SOURCE_CUST_STATUS|INDUSTRY_ID|IND_SECTION_CD|IND_SECTION_NAME|IND_SECTION_SHORT_NAME|IND_DIVISION_CD|IND_DIVISION_NAME|IND_DIVISION_SHORT_NAME|CONS_DB_IP_STRING|CONS_DB_HOSTNAME|FW_DB_IP_STRING|FW_DB_HOSTNAME|LMS_AGG_IP_STRING|LMS_AGG_HOSTNAME
|buc-intra001|143.26.122.45|D00000008008726|windows nt|8578|8578|CIDD706225|D00000008008726|buc-intra001|buc-intra001|Generic Intel|CIDD706225|inactive|mps server select|||||||||||||||||||||||||CIDD706225|Procter & Gamble Co.|CID001826|Direct|managed_service|51: wholesale trade - nondurable goods|yes|yes||yes|unk||yes|yes||148000||yes||||||||||105716.19|active|11|g|wholesale and retail trade; repair of motor vehicles and motorcycles|retail, wholesale, vehicle repair|46|wholesale trade, except of motor vehicles and motorcycles|wholesale trade||||||
|buc-intra101|143.26.122.22|S00000007009718|windows nt|8578|8578|CIDD706225|S00000007009718|buc-intra101|buc-intra101|Generic Intel|CIDD706225|active|mps server select|||||||||||||||||||||||||CIDD706225|Procter & Gamble Co.|CID001826|Direct|managed_service|51: wholesale trade - nondurable goods|yes|yes||yes|unk||yes|yes||148000||yes||||||||||105716.19|active|11|g|wholesale and retail trade; repair of motor vehicles and motorcycles|retail, wholesale, vehicle repair|46|wholesale trade, except of motor vehicles and motorcycles|wholesale trade||||||
|buc-intra110|143.26.122.47|S00000007011784|windows nt|8578|8578|CIDD706225|S00000007011784|buc-intra110|buc-intra110|Generic Intel|CIDD706225|active|mps server select|||||||||||||||||||||||||CIDD706225|Procter & Gamble Co.|CID001826|Direct|managed_service|51: wholesale trade - nondurable goods|yes|yes||yes|unk||yes|yes||148000||yes||||||||||105716.19|active|11|g|wholesale and retail trade; repair of motor vehicles and motorcycles|retail, wholesale, vehicle repair|46|wholesale trade, except of motor vehicles and motorcycles|wholesale trade||||||
|buc-notes001|143.26.122.41|D00000008005969|windows nt|8578|8578|CIDD706225|D00000008005969|buc-notes001|buc-notes001|Intel 450 Mhz|CIDD706225|inactive|mps server select|||||||||||||||||||||||||CIDD706225|Procter & Gamble Co.|CID001826|Direct|managed_service|51: wholesale trade - nondurable goods|yes|yes||yes|unk||yes|yes||148000||yes||||||||||105716.19|active|11|g|wholesale and retail trade; repair of motor vehicles and motorcycles|retail, wholesale, vehicle repair|46|wholesale trade, except of motor vehicles and motorcycles|wholesale trade||||||
|buc-notes001|143.26.122.41|D00000008008578||8578|8578|CIDD706225|D00000008008578||buc-notes001||CIDD706225|inactive||||||||||||||||||||||||||CIDD706225|Procter & Gamble Co.|CID001826|Direct|managed_service|51: wholesale trade - nondurable goods|yes|yes||yes|unk||yes|yes||148000||yes||||||||||105716.19|active|11|g|wholesale and retail trade; repair of motor vehicles and motorcycles|retail, wholesale, vehicle repair|46|wholesale trade, except of motor vehicles and motorcycles|wholesale trade||||||
|buc-notes002|143.26.122.43|D00000008005970|windows nt|8578|8578|CIDD706225|D00000008005970|buc-notes002|buc-notes002|Intel 450 Mhz|CIDD706225|inactive|mps server select|||||||||||||||||||||||||CIDD706225|Procter & Gamble Co.|CID001826|Direct|managed_service|51: wholesale trade - nondurable goods|yes|yes||yes|unk||yes|yes||148000||yes||||||||||105716.19|active|11|g|wholesale and retail trade; repair of motor vehicles and motorcycles|retail, wholesale, vehicle repair|46|wholesale trade, except of motor vehicles and motorcycles|wholesale trade||||||
|buc-notes002|143.26.122.43|D00000008008579||8578|8578|CIDD706225|D00000008008579||buc-notes002||CIDD706225|inactive|mps server select|||||||||||||||||||||||||CIDD706225|Procter & Gamble Co.|CID001826|Direct|managed_service|51: wholesale trade - nondurable goods|yes|yes||yes|unk||yes|yes||148000||yes||||||||||105716.19|active|11|g|wholesale and retail trade; repair of motor vehicles and motorcycles|retail, wholesale, vehicle repair|46|wholesale trade, except of motor vehicles and motorcycles|wholesale trade||||||
|buc-notes003|143.26.122.20|S00000007009719|windows nt|8578|8578|CIDD706225|S00000007009719|buc-notes003|buc-notes003|Generic Intel|CIDD706225|inactive|mps server select|||||||||||||||||||||||||CIDD706225|Procter & Gamble Co.|CID001826|Direct|managed_service|51: wholesale trade - nondurable goods|yes|yes||yes|unk||yes|yes||148000||yes||||||||||105716.19|active|11|g|wholesale and retail trade; repair of motor vehicles and motorcycles|retail, wholesale, vehicle repair|46|wholesale trade, except of motor vehicles and motorcycles|wholesale trade||||||
|buc-notes101|143.26.122.28|D00000008011052|windows nt|8578|8578|CIDD706225|D00000008011052|buc-notes101|buc-notes101|Other|CIDD706225|inactive|mps server select|||||||||||||||||||||||||CIDD706225|Procter & Gamble Co.|CID001826|Direct|managed_service|51: wholesale trade - nondurable goods|yes|yes||yes|unk||yes|yes||148000||yes||||||||||105716.19|active|11|g|wholesale and retail trade; repair of motor vehicles and motorcycles|retail, wholesale, vehicle repair|46|wholesale trade, except of motor vehicles and motorcycles|wholesale trade||||||
|buc-platin001|143.26.122.24|D00000008005971|windows nt|8578|8578|CIDD706225|D00000008005971|buc-platin001.eu.pg.com|buc-platin001|Intel 450 Mhz|CIDD706225|deployment_in_progress|mps server select|||||||||||||||||||||||||CIDD706225|Procter & Gamble Co.|CID001826|Direct|managed_service|51: wholesale trade - nondurable goods|yes|yes||yes|unk||yes|yes||148000||yes||||||||||105716.19|active|11|g|wholesale and retail trade; repair of motor vehicles and motorcycles|retail, wholesale, vehicle repair|46|wholesale trade, except of motor vehicles and motorcycles|wholesale trade||||||
|bud-intra001|143.26.192.14|D00000008005975|windows nt|8578|8578|CIDD706225|D00000008005975|bud-intra001|bud-intra001|Intel 450 Mhz|CIDD706225|inactive|mps server select|||||||||||||||||||||||||CIDD706225|Procter & Gamble Co.|CID001826|Direct|managed_service|51: wholesale trade - nondurable goods|yes|yes||yes|unk||yes|yes||148000||yes||||||||||105716.19|active|11|g|wholesale and retail trade; repair of motor vehicles and motorcycles|retail, wholesale, vehicle repair|46|wholesale trade, except of motor vehicles and motorcycles|wholesale trade||||||
|bud-intra101|143.26.192.21|S00000007009720|windows nt|8578|8578|CIDD706225|S00000007009720|bud-intra101|bud-intra101|Other|CIDD706225|active|mps server select|||||||||||||||||||||||||CIDD706225|Procter & Gamble Co.|CID001826|Direct|managed_service|51: wholesale trade - nondurable goods|yes|yes||yes|unk||yes|yes||148000||yes||||||||||105716.19|active|11|g|wholesale and retail trade; repair of motor vehicles and motorcycles|retail, wholesale, vehicle repair|46|wholesale trade, except of motor vehicles and motorcycles|wholesale trade||||||
|bud-notes001|143.26.192.10|D00000008005976|windows nt|8578|8578|CIDD706225|D00000008005976|bud-notes001|bud-notes001|Generic Intel|CIDD706225|inactive|mps server select|||||||||||||||||||||||||CIDD706225|Procter & Gamble Co.|CID001826|Direct|managed_service|51: wholesale trade - nondurable goods|yes|yes||yes|unk||yes|yes||148000||yes||||||||||105716.19|active|11|g|wholesale and retail trade; repair of motor vehicles and motorcycles|retail, wholesale, vehicle repair|46|wholesale trade, except of motor vehicles and motorcycles|wholesale trade||||||
|bud-notes002|143.26.192.12|D00000008005977|windows nt|8578|8578|CIDD706225|D00000008005977|bud-notes002|bud-notes002|Intel 450 Mhz|CIDD706225|inactive|mps server select|||||||||||||||||||||||||CIDD706225|Procter & Gamble Co.|CID001826|Direct|managed_service|51: wholesale trade - nondurable goods|yes|yes||yes|unk||yes|yes||148000||yes||||||||||105716.19|active|11|g|wholesale and retail trade; repair of motor vehicles and motorcycles|retail, wholesale, vehicle repair|46|wholesale trade, except of motor vehicles and motorcycles|wholesale trade||||||
|bud-notes003|143.26.192.16|D00000008008727|windows nt|8578|8578|CIDD706225|D00000008008727|bud-notes003|bud-notes003|Generic Intel|CIDD706225|inactive|mps server select|||||||||||||||||||||||||CIDD706225|Procter & Gamble Co.|CID001826|Direct|managed_service|51: wholesale trade - nondurable goods|yes|yes||yes|unk||yes|yes||148000||yes||||||||||105716.19|active|11|g|wholesale and retail trade; repair of motor vehicles and motorcycles|retail, wholesale, vehicle repair|46|wholesale trade, except of motor vehicles and motorcycles|wholesale trade||||||
|bud-notes101|143.26.192.16|D00000008011053|windows nt|8578|8578|CIDD706225|D00000008011053|bud-notes101|bud-notes101|Generic Intel|CIDD706225|inactive|mps server select|||||||||||||||||||||||||CIDD706225|Procter & Gamble Co.|CID001826|Direct|managed_service|51: wholesale trade - nondurable goods|yes|yes||yes|unk||yes|yes||148000||yes||||||||||105716.19|active|11|g|wholesale and retail trade; repair of motor vehicles and motorcycles|retail, wholesale, vehicle repair|46|wholesale trade, except of motor vehicles and motorcycles|wholesale trade||||||
|bud-notes102|143.26.192.23|D00000008011054|windows nt|8578|8578|CIDD706225|D00000008011054|bud-notes102|bud-notes102|Other|CIDD706225|inactive|mps server select|||||||||||||||||||||||||CIDD706225|Procter & Gamble Co.|CID001826|Direct|managed_service|51: wholesale trade - nondurable goods|yes|yes||yes|unk||yes|yes||148000||yes||||||||||105716.19|active|11|g|wholesale and retail trade; repair of motor vehicles and motorcycles|retail, wholesale, vehicle repair|46|wholesale trade, except of motor vehicles and motorcycles|wholesale trade||||||
|bud-voice001|143.26.192.22|SA0000000726493|windows nt|8578|8578|CIDD706225|SA0000000726493|bud-voice001|bud-voice001|Generic Intel|CIDD706225|active|mps server select|||||||||||||||||||||||||CIDD706225|Procter & Gamble Co.|CID001826|Direct|managed_service|51: wholesale trade - nondurable goods|yes|yes||yes|unk||yes|yes||148000||yes||||||||||105716.19|active|11|g|wholesale and retail trade; repair of motor vehicles and motorcycles|retail, wholesale, vehicle repair|46|wholesale trade, except of motor vehicles and motorcycles|wholesale trade||||||
|budhiserver|10.141.32.3|P00000008028384|windows 2003|8578|8578|P000000015|P00000008028384|budhiserver|budhiserver|Other|P000000015|active|selm - server - select|||||||||||||||||||||||||P000000015|Hilton Hotels Corp|CIDS704571|IBM Strategic Outsourcing|managed_service|70: hotels, rooming houses, camps, and other lodging places|yes|yes||yes|yes||yes|unk||||yes||||||||||43155.22|active|15|i|accommodation and food service activities|accommodations and food svc|55|accommodation|accommodation||||||
|budweserver|10.141.30.3|P00000008028292|windows 2003|8578|8578|P000000015|P00000008028292|budweserver|budweserver|Other|P000000015|active|selm - server - select|||||||||||||||||||||||||P000000015|Hilton Hotels Corp|CIDS704571|IBM Strategic Outsourcing|managed_service|70: hotels, rooming houses, camps, and other lodging places|yes|yes||yes|yes||yes|unk||||yes||||||||||43155.22|active|15|i|accommodation and food service activities|accommodations and food svc|55|accommodation|accommodation||||||
|bufapserver|172.17.69.4|P00000008031581|windows 2003|8578|8578|P000000015|P00000008031581|bufapserver|bufapserver|Other|P000000015|active|selm - server - select|||||||||||||||||||||||||P000000015|Hilton Hotels Corp|CIDS704571|IBM Strategic Outsourcing|managed_service|70: hotels, rooming houses, camps, and other lodging places|yes|yes||yes|yes||yes|unk||||yes||||||||||43155.22|active|15|i|accommodation and food service activities|accommodations and food svc|55|accommodation|accommodation||||||
|bufarserver|172.17.68.228|P00000008031583|windows 2003|8578|8578|P000000015|P00000008031583|bufarserver|bufarserver|Other|P000000015|active|selm - server - select|||||||||||||||||||||||||P000000015|Hilton Hotels Corp|CIDS704571|IBM Strategic Outsourcing|managed_service|70: hotels, rooming houses, camps, and other lodging places|yes|yes||yes|yes||yes|unk||||yes||||||||||43155.22|active|15|i|accommodation and food service activities|accommodations and food svc|55|accommodation|accommodation||||||
|bufcorpdc02|10.77.25.3|SA0000000727705|windows 2003|8578|8578|CIDD705757|SA0000000727705||bufcorpdc02|Generic IBM Server|CIDD705757|inactive|selm - server - select|||||||||||||||||||||||||CIDD705757|Time Warner|CID001826|Direct|managed_service|48: communications|yes|yes||unk|yes||yes|unk||||yes|||||||||||active|4|j|information and communication|info and comm|61|telecommunications|telecommunications||||||
|bufcorpdc11|10.77.25.2|SA0000000727679|win 2008|8578|8578|CIDD705757|SA0000000727679||bufcorpdc11|Generic IBM Server|CIDD705757|inactive|selm - server - select|||||||||||||||||||||||||CIDD705757|Time Warner|CID001826|Direct|managed_service|48: communications|yes|yes||unk|yes||yes|unk||||yes|||||||||||active|4|j|information and communication|info and comm|61|telecommunications|telecommunications||||||
|bufdtserver|172.17.33.4|P00000008031580|windows 2003|8578|8578|P000000015|P00000008031580|bufdtserver|bufdtserver|Other|P000000015|active|selm - server - select|||||||||||||||||||||||||P000000015|Hilton Hotels Corp|CIDS704571|IBM Strategic Outsourcing|managed_service|70: hotels, rooming houses, camps, and other lodging places|yes|yes||yes|yes||yes|unk||||yes||||||||||43155.22|active|15|i|accommodation and food service activities|accommodations and food svc|55|accommodation|accommodation||||||
|bufeaserver|172.20.188.68|P00000008031730|windows 2003|8578|8578|P000000015|P00000008031730|bufeaserver|bufeaserver|Other|P000000015|active|selm - server - select|||||||||||||||||||||||||P000000015|Hilton Hotels Corp|CIDS704571|IBM Strategic Outsourcing|managed_service|70: hotels, rooming houses, camps, and other lodging places|yes|yes||yes|yes||yes|unk||||yes||||||||||43155.22|active|15|i|accommodation and food service activities|accommodations and food svc|55|accommodation|accommodation||||||
|buffdpsfopr|165.237.235.135|SA0000000723934|other|8578|8578|CIDD705757|SA0000000723934||buffdpsfopr|Intrushield-4010|CIDD705757|inactive|selm - network - select|||||||||||||||||||||||||CIDD705757|Time Warner|CID001826|Direct|managed_service|48: communications|yes|yes||unk|yes||yes|unk||||yes|||||||||||active|4|j|information and communication|info and comm|61|telecommunications|telecommunications||||||
|buffdpsm02|165.237.235.136|SA0000000723935|other|8578|8578|CIDD705757|SA0000000723935|buffdpsm02|buffdpsm02|Intrushield-3000|CIDD705757|inactive|selm - network - select|||||||||||||||||||||||||CIDD705757|Time Warner|CID001826|Direct|managed_service|48: communications|yes|yes||unk|yes||yes|unk||||yes|||||||||||active|4|j|information and communication|info and comm|61|telecommunications|telecommunications||||||
|bufwitpapp01|165.237.142.200|SA0000000739423|other|8578|8578|CIDD705757|SA0000000739423|bufwitpapp01|bufwitpapp01|Generic Intel|CIDD705757|inactive|selm - server - select|||||||||||||||||||||||||CIDD705757|Time Warner|CID001826|Direct|managed_service|48: communications|yes|yes||unk|yes||yes|unk||||yes|||||||||||active|4|j|information and communication|info and comm|61|telecommunications|telecommunications||||||
|bufwsserver|172.17.38.36|P00000008031259|windows 2003|8578|8578|P000000015|P00000008031259|bufwsserver|bufwsserver|Other|P000000015|active|selm - server - select|||||||||||||||||||||||||P000000015|Hilton Hotels Corp|CIDS704571|IBM Strategic Outsourcing|managed_service|70: hotels, rooming houses, camps, and other lodging places|yes|yes||yes|yes||yes|unk||||yes||||||||||43155.22|active|15|i|accommodation and food service activities|accommodations and food svc|55|accommodation|accommodation||||||
|bvdncserver|172.22.154.36|P00000008031565|windows 2003|8578|8578|P000000015|P00000008031565|bvdncserver|bvdncserver|Other|P000000015|active|selm - server - select|||||||||||||||||||||||||P000000015|Hilton Hotels Corp|CIDS704571|IBM Strategic Outsourcing|managed_service|70: hotels, rooming houses, camps, and other lodging places|yes|yes||yes|yes||yes|unk||||yes||||||||||43155.22|active|15|i|accommodation and food service activities|accommodations and food svc|55|accommodation|accommodation||||||
|bvpddmzfl|192.168.111.133|S00000007015392|other|8578|8578|CIDS704820|S00000007015392|dsy-orl-rhi-1365|bvpddmzfl||CIDS704820|inactive|mps server select|||||||||||||||||||||||||CIDS704820|Disney|CIDS704571|IBM Strategic Outsourcing|managed_service|78: motion pictures|yes|yes||yes|unk||unk|unk||||unk||||||||||64123.0|active|2|j|information and communication|info and comm|59|motion picture, video and television program production, sound recording and music publishing activities|movies, tv & music||||||
|bvtv|153.7.254.113|S00000007015393|other|8578|8578|CIDS704820|S00000007015393|dsy-anh-rhi-331|bvtv||CIDS704820|inactive|mps server select|||||||||||||||||||||||||CIDS704820|Disney|CIDS704571|IBM Strategic Outsourcing|managed_service|78: motion pictures|yes|yes||yes|unk||unk|unk||||unk||||||||||64123.0|active|2|j|information and communication|info and comm|59|motion picture, video and television program production, sound recording and music publishing activities|movies, tv & music||||||
|bwcmp01v|204.105.31.34|P00000008031013|windows 2003|8578|8578|P000000085|P00000008031013||bwcmp01v|Other|P000000085|active|selm - server - standard|||||||||||||||||||||||||P000000085|Blue Cross Blue Shield of MA|CIDS704571|IBM Strategic Outsourcing|managed_service|63: insurance carriers|yes|yes||yes|yes||yes|yes||512||yes||||||||||1625.4|active|14|k|financial and insurance activities|finance and insurance|65|insurance, reinsurance and pension funding, except compulsory social security|insurance services||||||
|bwgkyserver|172.17.54.132|P00000008031574|windows 2003|8578|8578|P000000015|P00000008031574|bwgkyserver|bwgkyserver|Other|P000000015|active|selm - server - select|||||||||||||||||||||||||P000000015|Hilton Hotels Corp|CIDS704571|IBM Strategic Outsourcing|managed_service|70: hotels, rooming houses, camps, and other lodging places|yes|yes||yes|yes||yes|unk||||yes||||||||||43155.22|active|15|i|accommodation and food service activities|accommodations and food svc|55|accommodation|accommodation||||||
